"filename", "language", "Python", "TypeScript", "HTML", "JavaScript", "PostCSS", "TypeScript JSX", "JSON", "JSON with Comments", "Markdown", "Docker", "YAML", "Ini", "Java", "Shell Script", "Properties", "XML", "MS SQL", "pip requirements", "comment", "blank", "total"
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/skills/business-semantics/SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 126
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/skills/cobol-migration/SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 142
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/skills/cobol-migration/__init__.py", "Python", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 34, 217
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/skills/compliance-reporter/SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 161
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/skills/legacy-ingestion/SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 125
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/skills/modernization-generator/SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 146
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/skills/pdf-export/SKILL.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/specs/TaskSpec.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 13
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/specs/known_legacy_issues.json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/specs/schemas/differential_verification.schema.json", "JSON", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/specs/schemas/legacy_analysis.schema.json", "JSON", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/specs/schemas/limited_fix.schema.json", "JSON", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/specs/schemas/migration_design.schema.json", "JSON", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/specs/schemas/quality_gate.schema.json", "JSON", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/specs/schemas/test_synthesis.schema.json", "JSON", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/specs/schemas/transformation.schema.json", "JSON", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/test_cli_integration.py", "Python", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 42, 173
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/tests/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/tests/test_cobol_parser.py", "Python", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35, 158
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/tests/test_integration.py", "Python", 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 40, 213
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/tests/test_pipeline_v4.py", "Python", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 120
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/tests/test_unit_v4.py", "Python", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 112
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/tools/__init__.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 19
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/tools/junit_runner.py", "Python", 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 53, 336
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/verify_implementation.py", "Python", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 49, 190
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/workflow/__init__.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 29
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/workflow/artifacts.py", "Python", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 18, 131
"/home/liush/projects/serverlessAIAgents/apps/code_migration_assistant/workflow/models.py", "Python", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 47, 168
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/.github/workflows/ci.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 50, 10, 126
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/AGENTS.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/CHANGELOG_v2.0.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 253
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/CHANGELOG_v3.0.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 282
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18, 78
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 462
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/__init__.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 6, 31
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agent.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 313, 0, 0, 0, 0, 0, 0, 0, 9, 16, 338
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/__init__.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 27
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/agent_definitions.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 15, 12, 155
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/clarification_agent.py", "Python", 315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 18, 363
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/cognitive_gate_agent.py", "Python", 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 17, 366
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/dao_agent.py", "Python", 640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 31, 756
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/fa_agent.py", "Python", 544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 22, 644
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/gatekeeper_agent.py", "Python", 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 31, 286
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/qi_agent.py", "Python", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 28, 303
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/rag_config_helper.py", "Python", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 21, 121
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/review_agent.py", "Python", 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 25, 310
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/agents/shu_agent.py", "Python", 502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 35, 666
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/alembic.ini", "Ini", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 28, 153
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/api.py", "Python", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 22, 112
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/config/__init__.py", "Python", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 39, 154
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/config/decision_weights.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 35, 29, 254
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/config/human_review_policy.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 4, 14
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/db/init/01_schema.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 25, 23, 123
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/design/decision-agent-spec.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 990
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/design/decision-input-ui.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 321
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/design/decision-processing-ui.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 243
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/design/decision-report-ui.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27, 350
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/docker-compose.dev.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 37, 4, 74
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 48, 8, 163
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/docs/SCORING_SYSTEM.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 364
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/engine.py", "Python", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 30, 277
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/flow_config.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 14, 58
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/frontend/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 35, 18, 78
"/home/liush/projects/serverlessAIAgents/apps/decision_governance_engine/frontend/eslint.config.js", "JavaScript", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 88
